step,reward
990,0.7945302993059158
1000,0.8089728832244873
1010,0.6973966792225837
1020,0.7503679037094116
1030,0.7468718767166138
1040,0.7234611235558986
1050,0.6911744609475136
1060,0.7989454448223114
1070,0.7589724123477936
1080,0.7386089712381363
1090,0.6904580593109131
1100,0.7888850688934326
1110,0.7905200719833374
1120,0.8337209761142731
1130,0.7203673481941223
1140,0.7399427384138108
1150,0.7021740525960922
1160,0.7845255404710769
1170,0.797728431224823
1180,0.8255528450012207
1190,0.6710890263319016
1200,0.8610685467720032
1210,0.8194777309894562
1220,0.7769597858190537
1230,0.8029201626777649
1240,0.8176524996757507
1250,0.7844192385673523
1260,0.7600063860416413
1270,0.8083304196596146
1280,0.8202160596847534
1290,0.7620446443557739
1300,0.7831933319568634
1310,0.8480399310588836
1320,0.7475667476654053
1330,0.8177318692207336
1340,0.8254725635051727
1350,0.7989522874355316
1360,0.7088959455490113
1370,0.8337171047925949
1380,0.7682299971580505
1390,0.7957930862903595
1400,0.7545319825410843
1410,0.8291209727525711
1420,0.8603316605091095
1430,0.7984244167804718
1440,0.7546390682458878
1450,0.7804689079523086
1460,0.7544585943222046
1470,0.845084410905838
1480,0.777362322807312
1490,0.7277102023363113
1500,0.7191617280244827
1510,0.7554943844676018
1520,0.7433326363563537
1530,0.6938830405473709
1540,0.6393335729837417
1550,0.7479258000850677
1560,0.8111086815595627
1570,0.8137821018695831
1580,0.7124055087566376
1590,0.8048260509967804
1600,0.7249342024326324
1610,0.8043293178081512
1620,0.8463128805160522
1630,0.8734130144119263
1640,0.8502933502197265
1650,0.727261769771576
1660,0.7252792686223983
1670,0.7356910586357117
1680,0.791984885931015
1690,0.7809538006782532
1700,0.7807470440864563
1710,0.805184292793274
1720,0.7677242189645768
1730,0.7680635124444961
1740,0.7103265434503555
1750,0.7745107054710388
1760,0.6884490251541138
1770,0.7977706581354141
1780,0.7523872971534729
1790,0.8241210401058197
1800,0.7901487946510315
1810,0.7614893108606339
1820,0.7969042897224426
1830,0.8374489903450012
1840,0.74286168217659
1850,0.8100602328777313
1860,0.746786144375801
1870,0.7016126215457916
1880,0.7336579591035843
1890,0.783246499300003
1900,0.7558574452996254
1910,0.8526850879192353
1920,0.7458090871572495
1930,0.8388962686061859
1940,0.7830520570278168
1950,0.7612570941448211
1960,0.7461191296577454
1970,0.8337763369083404
1980,0.7381097376346588
1990,0.7928313076496124
2000,0.7635477185249329
2010,0.8051405102014542
2020,0.7991480171680451
2030,0.6847550690174102
2040,0.8089458644390106
2050,0.8031186521053314
2060,0.8395026177167892
2070,0.8819004178047181
2080,0.6872247785329819
2090,0.7162791967391968
2100,0.8413934290409089
2110,0.6939413189888001
2120,0.8109214603900909
2130,0.7420544445514679
2140,0.8147399663925171
2150,0.8309670388698578
2160,0.7704069465398788
2170,0.8134017825126648
2180,0.6901094943284989
2190,0.7796954900026322
2200,0.7084570556879044
2210,0.8563029289245605
2220,0.7236340686678886
2230,0.8452929556369781
2240,0.8060160875320435
2250,0.7704125732183457
2260,0.651075029373169
2270,0.7769136548042297
2280,0.6731610596179962
2290,0.8753371357917785
2300,0.8107680171728134
2310,0.7912050008773803
2320,0.8248993456363678
2330,0.8417765915393829
2340,0.6680977284908295
2350,0.8117254137992859
2360,0.7632085382938385
2370,0.8242712497711182
2380,0.7971055507659912
2390,0.7037152796983719
2400,0.8014504879713058
2410,0.8311540186405182
2420,0.7706452965736389
2430,0.7861041873693466
2440,0.6999184429645539
2450,0.8007664442062378
2460,0.7655445009469986
2470,0.8262533605098724
2480,0.7966871678829193
2490,0.8199379146099091
2500,0.7272026866674424
2510,0.7854867994785308
2520,0.655743595957756
2530,0.7380083203315735
2540,0.7234201341867447
2550,0.8445754647254944
2560,0.757875633239746
2570,0.7743766367435455
2580,0.7286416023969651
2590,0.8341482400894165
2600,0.7015753775835037
2610,0.8424658834934234
2620,0.7992754101753234
2630,0.7210595279932022
2640,0.8408751308917999
2650,0.7079104602336883
2660,0.8109070509672165
2670,0.7831946790218354
2680,0.7511981964111328
2690,0.8268397271633148
2700,0.7724620401859283
2710,0.7282728463411331
2720,0.788241183757782
2730,0.8547797799110413
2740,0.8816705048084259
2750,0.758455091714859
2760,0.8565513670444489
2770,0.7684050843119621
2780,0.6923260197043419
2790,0.7394148796796799
2800,0.7809078752994537
2810,0.6954053699970245
2820,0.79027259349823
2830,0.7848417848348618
2840,0.855834138393402
2850,0.8308399200439454
2860,0.707896250486374
2870,0.7689898043870926
2880,0.8435927331447601
2890,0.7755928665399552
2900,0.7518492102622986
2910,0.7172564566135406
2920,0.8058132588863373
2930,0.7726049661636353
2940,0.7817205309867858
2950,0.8475100576877594
2960,0.6937732994556427
2970,0.7410545483231544
2980,0.85957270860672
2990,0.7929624676704407
3000,0.7137254647910595
3010,0.7966943681240082
3020,0.7892453163862229
3030,0.7872951984405517
3040,0.7699753075838089
3050,0.6998697906732559
3060,0.7264669835567474
3070,0.7381197661161423
3080,0.7764471232891083
3090,0.6901878595352173
3100,0.7636600255966186
3110,0.7647694796323776
3120,0.7898987144231796
3130,0.7134574949741364
3140,0.783527210354805
3150,0.7380942225456237
3160,0.7133326262235642
3170,0.6495783075690269
3180,0.7412688285112381
3190,0.817832887172699
3200,0.7623192757368088
3210,0.7158625572919846
3220,0.7969525933265686
3230,0.8066117942333222
3240,0.7867450535297393
3250,0.811124062538147
3260,0.7738916277885437
3270,0.7455413430929184
3280,0.7452560603618622
3290,0.7966809533536434
3300,0.8186282247304917
3310,0.7355574309825897
3320,0.8044835180044174
3324,0.778996080160141
