step,reward
10,0.6963819354772568
20,0.7345260709524155
30,0.6476135909557342
40,0.7033019185066223
50,0.7193978607654572
60,0.8206057369709014
70,0.710830807685852
80,0.781867504119873
90,0.8122023314237594
100,0.7786412298679352
110,0.5820125788450241
120,0.7267324477434158
130,0.7128399699926377
140,0.8019275903701782
150,0.6740702718496323
160,0.6550484955310821
170,0.8109188854694367
180,0.7295722335577011
190,0.6820639491081237
200,0.7558014929294586
210,0.7115816950798035
220,0.7588575780391693
230,0.7415298908948899
240,0.7277293652296066
250,0.6786397218704223
260,0.7694803088903427
270,0.795537805557251
280,0.8403351068496704
290,0.7906851828098297
300,0.7740091860294342
310,0.8238581120967865
320,0.7861404657363892
330,0.8049245208501816
340,0.7387807995080948
350,0.6084703922271728
360,0.7746782600879669
370,0.7656389772891998
380,0.7446763008832932
390,0.7101198345422745
400,0.8056768298149108
410,0.7341861397027969
420,0.789406630396843
430,0.7203920513391495
440,0.7728630363941192
450,0.8117126166820526
460,0.7203100174665451
470,0.7414326906204224
480,0.704081791639328
490,0.6580317497253418
500,0.6869034498929978
510,0.7482301384210587
520,0.7523213058710099
530,0.7399315953254699
540,0.8401565968990325
550,0.8422084808349609
560,0.6623040348291397
570,0.8391300082206726
580,0.6934367001056672
590,0.7521788477897644
600,0.7591535866260528
610,0.6780845910310745
620,0.6590365618467331
630,0.786672854423523
640,0.775251966714859
650,0.7631345003843307
660,0.6147071868181229
670,0.7027786880731582
680,0.7542597264051437
690,0.7530166566371918
700,0.8091667771339417
710,0.6878597408533096
720,0.818776085972786
730,0.7066485047340393
740,0.7525831967592239
750,0.7644026339054107
760,0.7434480369091034
770,0.7620233923196793
780,0.6751371383666992
790,0.7698023974895477
800,0.676217383146286
810,0.7423886835575104
820,0.6495100542902946
830,0.7542041182518006
840,0.6692267715930938
850,0.6564343601465226
860,0.7788139075040817
870,0.6511142015457153
880,0.7562551677227021
890,0.798800790309906
900,0.7652958899736404
910,0.7166226625442504
920,0.7890189319849015
930,0.8018034636974335
940,0.8018677234649658
950,0.7470214784145355
960,0.8453767657279968
970,0.7105359017848969
980,0.8543664038181304
990,0.774778950214386
1000,0.7771237999200821
1010,0.6993994399905205
1020,0.7112794935703277
1030,0.7120962262153625
1040,0.6732789233326912
1050,0.720981678366661
1060,0.6971047490835189
1070,0.7232932806015014
1080,0.7290717482566833
1090,0.6630316853523255
1100,0.7140324056148529
1110,0.7875085294246673
1120,0.775683531165123
1130,0.6937042266130448
1140,0.6749047994613647
