step,reward
1150,0.6646327286958694
1160,0.8003291368484498
1170,0.7469066023826599
1180,0.7579173982143402
1190,0.6980897873640061
1200,0.839916330575943
1210,0.8002486765384674
1220,0.7700995296239853
1230,0.7894534051418305
1240,0.779715034365654
1250,0.7911206513643265
1260,0.6807457357645035
1270,0.7379343420267105
1280,0.7751185536384583
1290,0.7278061181306839
1300,0.6549249172210694
1310,0.8027877986431122
1320,0.6993923306465148
1330,0.7371309846639633
1340,0.8464336097240448
1350,0.7409003138542175
1360,0.740996453166008
1370,0.8015807867050171
1380,0.7881105065345764
1390,0.7604102164506912
1400,0.7511151105165481
1410,0.7895983994007111
1420,0.7969765782356262
1430,0.8033194243907928
1440,0.7511829018592835
1450,0.7319248110055924
1460,0.7359626173973084
1470,0.8259922742843628
1480,0.7693645030260086
1490,0.6657154411077499
1500,0.7040982961654663
1510,0.7851723909378052
1520,0.7184767812490463
1530,0.6518968403339386
1540,0.6256340101361275
1550,0.7063425987958908
1560,0.8077686280012131
1570,0.7554147601127624
1580,0.7281594216823578
1590,0.744175934791565
1600,0.7409437268972396
1610,0.7766610980033875
1620,0.7662817507982254
1630,0.8214899659156799
1640,0.8160249888896942
1650,0.7408724844455719
1660,0.644178006798029
1670,0.7192516207695008
1680,0.7519846618175506
1690,0.7567894995212555
1700,0.7735564351081848
1710,0.7657068312168122
1720,0.7243303537368775
1730,0.6832674533128739
1740,0.6650730699300766
1750,0.8006213247776032
1760,0.665450656414032
1770,0.7850131392478943
1780,0.766597005724907
1790,0.826002424955368
1800,0.7852934032678605
1810,0.6970533609390259
1820,0.7945559322834015
1830,0.791943347454071
1840,0.6886980533599854
1850,0.837680184841156
1860,0.6880157738924026
1870,0.6613914698362351
1880,0.7046537041664124
1890,0.7373784184455872
1900,0.6803167074918747
1910,0.8218762993812561
1920,0.7110877603292465
1930,0.7968883037567138
1940,0.7327143013477325
1950,0.7457273364067077
1960,0.6890640109777451
1970,0.7886198401451111
1980,0.6842665672302246
1990,0.759453272819519
2000,0.7097213983535766
2010,0.7164160653948783
2020,0.7575103044509888
2030,0.6854870021343231
2040,0.7240461081266403
2050,0.7906004965305329
2060,0.7636227667331695
2070,0.838757461309433
2080,0.6431871011853219
2090,0.7327903211116791
2100,0.772710645198822
2110,0.6774958312511444
2120,0.7998486936092377
2130,0.707847461104393
2140,0.8022472441196442
2150,0.8160096168518066
2160,0.7283648252487183
2170,0.7764353632926941
2180,0.6377789407968522
2190,0.803359466791153
2200,0.6918265342712402
2210,0.8194327414035797
2220,0.7141033947467804
2230,0.8015445709228516
2240,0.7216894418001175
2250,0.7263101369142533
2260,0.6133831590414047
2270,0.7166395425796509
2280,0.6334680795669556
2290,0.8257456064224243
2300,0.7748071253299713
2310,0.7272169202566147
2320,0.7889433979988099
2330,0.8174288213253021
2340,0.6262614689767361
2350,0.7968925982713699
2360,0.7534890502691269
2370,0.8019057631492614
2380,0.7812878906726837
2390,0.6668701738119125
2400,0.7676003396511077
2410,0.7803210407495499
2420,0.6998484194278717
2430,0.7589982450008392
2440,0.6605845153331756
2450,0.7561782270669937
2460,0.7093090623617172
2470,0.807282218337059
2480,0.7356492072343827
2490,0.745694825053215
2500,0.6990984797477722
2510,0.7623908996582032
2520,0.5838731184601784
2530,0.6499659955501557
2540,0.7002531915903092
2550,0.8380155444145203
2560,0.7218261301517487
2570,0.7600505709648132
2580,0.6658092439174652
2590,0.8070978939533233
2600,0.7123084187507629
2610,0.7914316177368164
2620,0.7685378074645997
2630,0.6844344079494477
2640,0.7985573232173919
2650,0.607793191075325
2660,0.7736199110746383
2670,0.7454603046178818
2680,0.6439478188753128
2690,0.7871661067008973
2700,0.7678784549236297
2710,0.7254832953214645
2720,0.7299373030662537
2730,0.8187375903129578
2740,0.8162079274654388
2750,0.7148381665349006
2760,0.8261199712753295
2770,0.7422469548881054
2780,0.654806362092495
2790,0.6729392081499099
2800,0.7444168299436569
2810,0.6219151869416237
2820,0.7391916453838349
2830,0.7435132324695587
2840,0.8516862034797669
2850,0.7459636926651001
2860,0.6887139081954956
2870,0.7448647379875183
2880,0.8228769540786743
2890,0.7631007432937622
2900,0.7237768173217773
2910,0.6791408956050873
2920,0.7479234367609024
2930,0.7507193207740783
2940,0.7655523508787155
2950,0.8045454919338226
2960,0.6692906200885773
2970,0.6595243118703366
2980,0.796245688199997
2990,0.7684795379638671
3000,0.6744809523224831
3010,0.7508843928575516
3020,0.740891569852829
3030,0.7492676258087159
3040,0.7115510702133179
3050,0.6358852833509445
3060,0.6935508757829666
3070,0.6661827653646469
3080,0.713276344537735
3090,0.6343337714672088
3100,0.7021261304616928
3110,0.6954390376806259
3120,0.741423636674881
3130,0.7751535445451736
3140,0.7191318452358246
3150,0.6550809651613235
3160,0.641149315983057
3170,0.6154020160436631
3180,0.706672528386116
3190,0.7223536849021912
3200,0.7735391020774841
3210,0.6459053784608841
3220,0.7561160802841187
3230,0.7901202708482742
3240,0.7310199350118637
3250,0.8036711275577545
3260,0.7335745990276337
3270,0.7010467857122421
3280,0.7539477616548538
3290,0.7665125779807568
3300,0.7691266357898712
3310,0.7891673564910888
3320,0.763002547621727
3324,0.7176966592669487
